10515,04/05/2020 09:58,BAYSWATER,VIC,3153,RANDWICK,NSW,2031,4,18.9,0.2084
10516,04/05/2020 10:00,TRUGANINA,VIC,3029,WILEY PARK,NSW,2195,1,6.15,0.0308
10517,04/05/2020 10:01,MOUNT WAVERLY,VIC,3149,YENNORA,NSW,2161,6,660,5.8848
10518,04/05/2020 10:02,DERRIMUT,VIC,3026,OConnor,WA,6163,1,23,0.0752
10519,04/05/2020 10:03,GRAFTON,NSW,2460,LANE,NSW,2066,1,18,0.0708
10520,04/05/2020 10:03,MOUNT WAVERLY,VIC,3149,ST LEONARDS,NSW,2065,1,2,0.0168
10521,04/05/2020 10:03,DANDENONG SOUTH,VIC,3175,HOBART,TAS,7000,1,3,0.0012
10522,04/05/2020 10:03,HAZELMERE,WA,6055,KUNUNURRA,WA,6743,1,9.27,0.0308
10523,04/05/2020 10:04,BRAESIDE,VIC,3195,DANDENONG SOUTH,VIC,3175,1,5,0.0222
10524,04/05/2020 10:05,MOORABBIN,VIC,3189,STRATFORD,QLD,4870,1,110,1.32
10525,04/05/2020 10:06,KEYSBOROUGH,VIC,3173,MACKAY,QLD,4740,2,8,0.0274
10526,04/05/2020 10:06,TRUGANINA,VIC,3029,ASPLEY,QLD,4034,2,8.02,0.0688
10527,04/05/2020 10:06,TRUGANINA,VIC,3029,NINDAROO,QLD,4740,3,2.48,0.0589
10528,04/05/2020 10:07,TRUGANINA,VIC,3029,RENMARK,SA,5341,1,0.35,0.0173
10529,04/05/2020 10:07,BRAESIDE,VIC,3195,WANGARA,WA,6065,1,3,0.0131
10530,04/05/2020 10:07,TRUGANINA,VIC,3029,RESERVOIR,VIC,3073,1,0.14,0.0349
10531,04/05/2020 10:08,INGLEBURN,NSW,2565,SYDNEY,NSW,2000,1,1,0.0034
10532,04/05/2020 10:08,TRUGANINA,VIC,3029,BYRON BAY,NSW,2481,5,16.64,0.1882
10533,04/05/2020 10:09,TRUGANINA,VIC,3029,BUNDABERG EAST,QLD,4670,1,1.11,0.0078
10534,04/05/2020 10:09,LAVERTON NORTH,VIC,3026,LEURA,NSW,2780,1,70,0.2177
10535,04/05/2020 10:10,DINGLEY VILLAGE,VIC,3172,GUNNEDAH,NSW,2380,1,4,0.0125
10536,04/05/2020 10:11,AUBURN,NSW,2144,LAVERTON NORTH,VIC,3026,1,116,0.0407
10537,04/05/2020 10:13,ROWVILLE,VIC,3178,ESSENDON FIELDS,VIC,3041,8,86.4,0.216
10538,04/05/2020 10:13,TRUGANINA,VIC,3029,HAWTHORN EAST,VIC,3123,2,0.37,0.0522
10539,04/05/2020 10:13,INGLEBURN,NSW,2565,ADELAIDE,SA,5000,1,2.9,0.0091
10540,04/05/2020 10:13,CLAYTON,VIC,3168,BAIRNSDALE,VIC,3875,1,150,1.0765
10541,04/05/2020 10:14,MOUNT WAVERLY,VIC,3149,SCORESBY,VIC,3179,1,1,0.0071
10542,04/05/2020 10:14,BRAESIDE,VIC,3195,WETHERILL PARK,NSW,2164,1,1,0.0098
10543,04/05/2020 10:14,RINGWOOD,VIC,3134,HEMMANT,QLD,4174,1,2,0.001
10544,04/05/2020 10:14,GREENACRE,NSW,2190,BERESFIELD,NSW,2322,1,60,0.72
10545,04/05/2020 10:15,PORT MELBOURNE,VIC,3207,KLEMZIG,SA,5087,1,2.4,0.012
10546,04/05/2020 10:17,DERRIMUT,VIC,3026,INVERMAY,TAS,7248,5,115,0.593
10547,04/05/2020 10:18,CARRUM DOWNS,VIC,3201,ADELAIDE,SA,5000,1,12,0.0359
10548,04/05/2020 10:18,TRUGANINA,VIC,3029,DERWENT PARK,TAS,7009,2,7.07,0.0621
10549,04/05/2020 10:19,TRUGANINA,VIC,3029,KENMORE,QLD,4069,1,1.11,0.0078
10550,04/05/2020 10:19,PORT MELBOURNE,VIC,3207,KEMPS CREEK,NSW,2178,1,2.5,0.012
10551,04/05/2020 10:20,TRUGANINA,VIC,3029,FORSTER,NSW,2428,6,30.69,0.1844
10552,04/05/2020 10:21,EASTERN CREEK,NSW,2766,TAREN POINT,NSW,2229,1,35,0.64
10553,04/05/2020 10:22,TRUGANINA,VIC,3029,HARRISDALE,WA,6112,1,2.27,0.0078
10554,04/05/2020 10:24,CARLTON,NSW,2218,MOUNT LOUISA,QLD,4814,1,380,1.5451
10555,04/05/2020 10:24,TRUGANINA,VIC,3029,FRANKSTON,VIC,3199,2,8.81,0.11
10556,04/05/2020 10:25,TRUGANINA,VIC,3029,HILLSDALE,NSW,2036,1,0.45,0.0349
10557,04/05/2020 10:26,MILPERRA,NSW,2214,BRACKEN RIDGE,QLD,4017,1,3,0.0112
10558,04/05/2020 10:26,TRUGANINA,VIC,3029,MURRAY BRIDGE,SA,5253,1,8.01,0.0521
10559,04/05/2020 10:26,TRUGANINA,VIC,3029,HOXTON PARK,NSW,2171,1,0.27,0.0173
10560,04/05/2020 10:27,DANDENONG SOUTH,VIC,3175,RICHLANDS,QLD,4077,1,100,2.0534
10561,04/05/2020 10:28,LANE COVE,NSW,2066,DARLINGHURST,NSW,2010,1,2,0.0113
10562,04/05/2020 10:29,AUBURN,NSW,2144,O'CONNOR,WA,6163,1,5,0.0198
10563,04/05/2020 10:29,LANE COVE,NSW,2066,ROCKHAMPTON,QLD,4700,1,3,0.0379
10564,04/05/2020 10:29,CLAYTON,VIC,3168,STAFFORD,QLD,4053,1,370,2.8258
10565,04/05/2020 10:30,TRUGANINA,VIC,3029,PORT LINCOLN,SA,5606,3,12.56,0.1437
10566,04/05/2020 10:32,PORT MELBOURNE,VIC,3207,TRUGANINA,VIC,3029,1,2.4,0.0074
10567,04/05/2020 10:33,DANDENONG SOUTH,VIC,3175,SPRINGVALE,VIC,3171,1,3,0.0012
10568,04/05/2020 10:34,TRUGANINA,VIC,3029,BENDIGO,VIC,3550,1,2.12,0.0308
10569,04/05/2020 10:34,AUBURN,NSW,2144,MACKAY,QLD,4740,1,345,0.6
10570,04/05/2020 10:36,DANDENONG SOUTH,VIC,3175,ACACIA RIDGE,QLD,4110,1,25,0.008
10571,04/05/2020 10:36,BRENDALE,QLD,4500,Fernvale,NSW,2484,2,21,0.133
10572,04/05/2020 10:41,TRUGANINA,VIC,3029,WAKERLEY,QLD,4154,1,0.4,0.1324
10573,04/05/2020 10:41,TRUGANINA,VIC,3029,UNDERWOOD,QLD,4119,2,33.2,0.3152
10574,04/05/2020 10:42,MOUNT WAVERLY,VIC,3149,ADELAIDE,SA,5000,1,5,0.0191
10575,04/05/2020 10:42,SMITHFIELD,NSW,2164,MAIDSTONE,VIC,3012,1,519,1.728
10576,04/05/2020 10:42,TRUGANINA,VIC,3029,TAMWORTH,NSW,2340,1,3,0.0428
10577,04/05/2020 10:42,TRUGANINA,VIC,3029,WAURN PONDS,VIC,3216,1,143.64,1.68
10578,04/05/2020 10:43,LANE COVE,NSW,2066,NOWRA,NSW,2541,1,4,0.028
10579,04/05/2020 10:43,DERRIMUT,VIC,3026,Worongary,QLD,4213,1,180,0.816
10580,04/05/2020 10:45,TRUGANINA,VIC,3029,OLD REYNELLA,SA,5161,1,9.98,0.0837
10581,04/05/2020 10:46,PORT MELBOURNE,VIC,3207,GREYSTANES,NSW,2145,1,1.95,0.0074
10582,04/05/2020 10:46,TRUGANINA,VIC,3029,KINGSCOTE,SA,5223,1,1.11,0.0078
10583,04/05/2020 10:46,PORT MELBOURNE,VIC,3207,YARRAVILLE,VIC,3013,1,1,0.0074
10584,04/05/2020 10:49,LANE COVE,NSW,2066,BUNDABERG,QLD,4670,1,5,0.0039
10585,04/05/2020 10:49,TRUGANINA,VIC,3029,INNALOO,WA,6018,1,15.49,0.0308
10586,04/05/2020 10:49,TRUGANINA,VIC,3029,TRARALGON,VIC,3844,2,33,0.2273
10587,04/05/2020 10:51,PORT MELBOURNE,VIC,3207,PAGET,QLD,4740,2,16.5,0.0445
10588,04/05/2020 10:51,DANDENONG,VIC,3175,BIBRA LAKE,WA,6163,1,577,0.8395
10589,04/05/2020 10:53,CAMPBELLFIELD,VIC,3061,CARDIFF,NSW,2285,3,66,0.1488
10590,04/05/2020 10:54,ATHOL PARK,SA,5012,STUART PARK,NT,820,1,220,1.728
10591,04/05/2020 10:54,MANSFIELD,QLD,4122,TOOWOOMBA,QLD,4350,1,1,0.0018
10592,04/05/2020 10:54,TRUGANINA,VIC,3029,MODBURY,SA,5092,1,50.78,0.96
10593,04/05/2020 10:56,TRUGANINA,VIC,3029,MIDLAND,WA,6056,1,1.29,0.0173
10594,04/05/2020 10:56,BRAESIDE,VIC,3195,OSBORNE PARK,WA,6017,1,1,0.0098
10595,04/05/2020 10:58,TRUGANINA,VIC,3029,TAYLORS LAKES,VIC,3038,1,6.15,0.0308
10596,04/05/2020 10:58,MOUNT WAVERLY,VIC,3149,NORTH GOSFORD,NSW,2250,1,1,0.0071
10597,04/05/2020 10:58,TRUGANINA,VIC,3029,TAYLORS LAKES,VIC,3038,1,1.45,0.0199
10598,04/05/2020 10:59,MOUNT WAVERLY,VIC,3149,ELIZABETH VALE,SA,5112,2,17,0.0522
10599,04/05/2020 11:01,AUBURN,NSW,2144,KANGAROO FLAT,VIC,3555,3,66,0.0767
10600,04/05/2020 11:02,TRUGANINA,VIC,3029,MENINGIE,SA,5264,1,1.11,0.0078
10601,04/05/2020 11:02,CAMPBELLFIELD,VIC,3061,EAGLE FARM,QLD,4009,1,303,0.9315
10602,04/05/2020 11:03,INGLEBURN,NSW,2565,MACQUARIE PARK,NSW,2113,1,1,0.0013
10603,04/05/2020 11:06,TRUGANINA,VIC,3029,ALBURY,NSW,2640,1,0.21,0.0147
10604,04/05/2020 11:07,HAZELMERE,WA,6055,CANNINGTON,WA,6107,1,82.31,0.0308
10605,04/05/2020 11:07,AUBURN,NSW,2144,NORTH IPSWICH,QLD,4305,1,21,0.0369
10606,04/05/2020 11:10,PORT MELBOURNE,VIC,3207,ABERGLASSLYN,NSW,2320,1,1,0.0074
10607,04/05/2020 11:11,MOUNT WAVERLY,VIC,3149,KARRATHA,WA,6714,1,4,0.0168
10608,04/05/2020 11:13,PORT MELBOURNE,VIC,3207,BUNDAMBA,QLD,4304,1,210,1.047
10609,04/05/2020 11:13,BRAESIDE,VIC,3195,SOUTHPORT,QLD,4215,1,3,0.0131
10610,04/05/2020 11:13,DANDENONG SOUTH,VIC,3175,DANDENONG SOUTH,VIC,3175,1,1,0
10612,04/05/2020 11:14,CLAYTON,VIC,3168,OXENFORD,QLD,4210,1,185,2.4894
10613,04/05/2020 11:16,TRUGANINA,VIC,3029,KILSYTH SOUTH,VIC,3137,5,25.05,0.3377
10614,04/05/2020 11:16,KEYSBOROUGH,VIC,3173,DANDENONG SOUTH,VIC,3175,1,3890,1.728
10615,04/05/2020 11:16,AUBURN,NSW,2144,CLOVELLY PARK,SA,5042,1,119,0.2052
10616,04/05/2020 11:17,MARYBOROUGH,QLD,4650,PARKINSON,QLD,4115,1,15,0.1
10617,04/05/2020 11:17,LANE COVE,NSW,2066,IPSWICH,QLD,4305,1,2,0.0113
10618,04/05/2020 11:18,LANE COVE,NSW,2066,ROCKHAMPTON,QLD,4700,2,23,0.0632
10619,04/05/2020 11:19,PORT MELBOURNE,VIC,3207,PAKENHAM,VIC,3810,1,1,0.0074
10620,04/05/2020 11:19,TRUGANINA,VIC,3029,KEPERRA,QLD,4054,2,14,0.1354
10621,04/05/2020 11:20,WELLAND,SA,5007,COFFS HARBOUR,NSW,2450,2,40,0.096
10622,04/05/2020 11:20,LANE COVE,NSW,2066,GLADSTONE,QLD,4680,1,10,0.0702
10623,04/05/2020 11:21,TRUGANINA,VIC,3029,WALLINGTON,VIC,3222,3,9.55,0.0681
10624,04/05/2020 11:22,PORT MELBOURNE,VIC,3207,DERNANCOURT,SA,5075,1,1,0.0137
10625,04/05/2020 11:24,MANSFIELD,QLD,4122,UNDERWOOD,QLD,4119,1,1,0.0027
10626,04/05/2020 11:27,LANE COVE,NSW,2066,HERSTON,QLD,4006,2,3,0.0277
10627,04/05/2020 11:29,MOUNT WAVERLY,VIC,3149,NOARLUNGA CENTRE,SA,5168,1,3,0.0168
10628,04/05/2020 11:29,TRUGANINA,VIC,3029,ORMEAU HILLS,QLD,4208,1,0.06,0.0034
10629,04/05/2020 11:29,PORT MELBOURNE,VIC,3207,KANIMBLA,NSW,2790,1,1,0.0137
10630,04/05/2020 11:30,MOUNT WAVERLY,VIC,3149,CAMPERDOWN,NSW,2050,5,51,0.2084
10631,04/05/2020 11:31,INGLEBURN,NSW,2565,CAPALABA,QLD,4157,1,1,0.0034
10632,04/05/2020 11:32,LANE COVE,NSW,2066,MURARRIE,QLD,4172,1,10,0.04
10633,04/05/2020 11:33,MANSFIELD,QLD,4122,STAFFORD,QLD,4053,1,1,0.0026
10634,04/05/2020 11:34,BRAESIDE,VIC,3195,HENDRA,QLD,4011,1,10,0.0246
10635,04/05/2020 11:34,LANE COVE,NSW,2066,WINNELLIE,NT,820,1,160,0.4894
10636,04/05/2020 11:36,BAYSWATER,VIC,3153,MOUNT WAVERLY,VIC,3149,2,8.3,0.0868
10637,04/05/2020 11:37,PORT MELBOURNE,VIC,3207,MELVILLE,WA,6156,1,1,0.0074
10638,04/05/2020 11:37,MOUNT WAVERLY,VIC,3149,PARKVILLE,VIC,3052,1,1,0.0071
10639,04/05/2020 11:38,DERRIMUT,VIC,3026,Penrith,NSW,2750,6,138,0.7116
10640,04/05/2020 11:39,TRUGANINA,VIC,3029,MITCHAM,VIC,3132,1,0.06,0.0034
10641,04/05/2020 11:39,MOUNT WAVERLY,VIC,3149,STIRLING,WA,6021,1,3,0.0094
10642,04/05/2020 11:39,TRUGANINA,VIC,3029,MARLESTON,SA,5033,2,6.66,0.0892
10643,04/05/2020 11:42,CLAYTON,VIC,3168,BAYSWATER NORTH,VIC,3153,1,60,1.8166
10644,04/05/2020 11:43,BRAESIDE,VIC,3195,RICHMOND,VIC,3121,1,4,0.0178
10645,04/05/2020 11:43,TRUGANINA,VIC,3029,INNISFAIL,QLD,4860,1,110,0.96
10646,04/05/2020 11:43,TRUGANINA,VIC,3029,FYSHWICK,ACT,2609,1,16.6,0.1576
10647,04/05/2020 11:43,TRUGANINA,VIC,3029,SARINA,QLD,4737,2,7.91,0.0829
10648,04/05/2020 11:44,LANE COVE,NSW,2066,WEMBLEY,WA,6014,1,1,0.0039
10649,04/05/2020 11:44,DANDENONG SOUTH,VIC,3175,SYDNEY,NSW,2000,1,3,0.0012
10650,04/05/2020 11:45,MOUNT WAVERLY,VIC,3149,ELIZABETH VALE,SA,5112,1,6,0.0324
10651,04/05/2020 11:45,MOUNT WAVERLY,VIC,3149,FRANKSTON,VIC,3199,1,2,0.0168
10652,04/05/2020 11:45,LANE COVE,NSW,2066,MOUNT WAVERLY,VIC,3149,1,1,0.0039
10653,04/05/2020 11:46,LANE COVE,NSW,2066,HYDE PARK,QLD,4812,1,21,0.0379
10654,04/05/2020 11:46,TRUGANINA,VIC,3029,MOUNT GRAVATT,QLD,4122,1,7,0.0697
10655,04/05/2020 11:48,TRUGANINA,VIC,3029,DEVONPORT,TAS,7310,1,9.8,0.0835
10656,04/05/2020 11:48,AUBURN,NSW,2144,KLEMZIG,SA,5087,1,10,0.021
10657,04/05/2020 11:50,DERRIMUT,VIC,3026,MINDEN,QLD,4311,1,23,0.1186
10658,04/05/2020 11:50,DANDENONG SOUTH,VIC,3175,ST KILDA,VIC,3182,1,5,0.008
10659,04/05/2020 11:50,MOUNT WAVERLY,VIC,3149,WAURN PONDS,VIC,3216,1,1,0.0071
10660,04/05/2020 11:50,PORT MELBOURNE,VIC,3207,KILSYTH SOUTH,VIC,3137,1,2,0.0137
10661,04/05/2020 11:51,SMEATON GRANGE,NSW,2567,LAMBTON,NSW,2299,1,215,0.432
10662,04/05/2020 11:53,GREENACRE,NSW,2190,COFFS HARBOUR,NSW,2450,1,60,0.3936
10663,04/05/2020 11:53,TRUGANINA,VIC,3029,CORLETTE,NSW,2315,1,0.92,0.1204
10664,04/05/2020 11:54,DERRIMUT,VIC,3026,TRARALGON,VIC,3844,7,4505,18.4824
10665,04/05/2020 11:55,PORT MELBOURNE,VIC,3207,UNDERDALE,SA,5032,1,150,0.8213
10666,04/05/2020 11:55,TRUGANINA,VIC,3029,WENTWORTH POINT,NSW,2127,2,0.27,0.016
10667,04/05/2020 11:56,DANDENONG SOUTH,VIC,3175,HAMPTON,VIC,3188,1,5,0.008
10668,04/05/2020 11:57,TRUGANINA,VIC,3029,INDOOROOPILLY,QLD,4068,1,16,0.1457
10669,04/05/2020 11:57,PORT MELBOURNE,VIC,3207,UNDERWOOD,QLD,4119,1,2,0.0203
10670,04/05/2020 11:57,MILPERRA,NSW,2214,CANNING VALE,WA,6155,6,24,0.258
10671,04/05/2020 11:58,ARNDELL PARK,NSW,2148,YASS,NSW,2582,6,96.7,0.0886
10672,04/05/2020 11:58,CAMPBELLFIELD,VIC,3061,KILBURN,SA,5084,1,434,1.211
10673,04/05/2020 11:58,TRUGANINA,VIC,3029,GEPPS CROSS,SA,5094,1,9.8,0.0835
10674,04/05/2020 12:00,BAYSWATER,VIC,3153,CHIPPING NORTON,NSW,2170,1,2.9,0.0419
10675,04/05/2020 12:01,TRUGANINA,VIC,3029,WALLSEND,NSW,2287,4,17.46,0.1712
10676,04/05/2020 12:04,BRAESIDE,VIC,3195,OAKLEIGH,VIC,3166,5,44,0.2745
10677,04/05/2020 12:04,TRUGANINA,VIC,3029,MORAYFIELD,QLD,4506,1,6.15,0.0308
10678,04/05/2020 12:04,TRUGANINA,VIC,3029,HARRINGTON PARK,NSW,2567,1,1.42,0.0308
10679,04/05/2020 12:07,TRUGANINA,VIC,3029,BROOME,WA,6725,1,0.05,0.0034
10680,04/05/2020 12:07,BRAESIDE,VIC,3195,FAIRFIELD,VIC,3078,8,97,0.4065
10681,04/05/2020 12:07,HAZELMERE,WA,6055,HILLARYS,WA,6025,1,0.13,0.0308
10682,04/05/2020 12:08,DANDENONG SOUTH,VIC,3175,COOBER PEDY,SA,5723,1,3,0.0012
10683,04/05/2020 12:09,MOUNT WAVERLY,VIC,3149,HERSTON,QLD,4006,1,4,0.0543
10684,04/05/2020 12:10,TRUGANINA,VIC,3029,GOULBURN,NSW,2580,3,10.76,0.1374
10685,04/05/2020 12:11,DERRIMUT,VIC,3026,WETHERILL PARK,NSW,2164,1,139,0.5525
10686,04/05/2020 12:11,DANDENONG SOUTH,VIC,3175,HALLAM,VIC,3803,1,5,0.001
10687,04/05/2020 12:11,TRUGANINA,VIC,3029,VIRGINIA,QLD,4014,1,7.16,0.0521
10688,04/05/2020 12:13,PORT MELBOURNE,VIC,3207,MOLENDINAR,QLD,4214,1,1,0.0074
10689,04/05/2020 12:13,MOUNT WAVERLY,VIC,3149,FRANKSTON,VIC,3199,2,16,0.1082
10690,04/05/2020 12:14,MOUNT WAVERLY,VIC,3149,HOBART,TAS,7000,1,1,0.0071
10691,04/05/2020 12:15,CARRUM DOWNS,VIC,3201,DEVONPORT,TAS,7310,1,3,0.009
10692,04/05/2020 12:15,PORT MELBOURNE,VIC,3207,COBBITTY,NSW,2570,1,1,0.0074
10693,04/05/2020 12:15,PORT MELBOURNE,VIC,3207,OSBORNE PARK,WA,6017,1,100,0.8213
10694,04/05/2020 12:16,TRUGANINA,VIC,3029,BUNDALL,QLD,4217,3,12.22,0.0214
10695,04/05/2020 12:16,TRUGANINA,VIC,3029,HILLSIDE,VIC,3037,1,0.68,0.1324
10696,04/05/2020 12:17,CLAYTON,VIC,3168,TINGALPA,QLD,4173,4,104,0.4316
10697,04/05/2020 12:18,DERRIMUT,VIC,3026,BERRY,NSW,2535,3,64,0.2531
10698,04/05/2020 12:19,REGENTS PARK,NSW,2143,COOPERS PLAINS,QLD,4108,2,880,2.952
10699,04/05/2020 12:23,INGLEBURN,NSW,2565,NORWOOD,SA,5067,1,1,0.0034
10700,04/05/2020 12:23,PORT MELBOURNE,VIC,3207,AUBURN,NSW,2144,1,3,0.0203
10701,04/05/2020 12:27,MOUNT WAVERLY,VIC,3149,LIVERPOOL,NSW,2170,1,4,0.0238
10702,04/05/2020 12:27,CLAYTON,VIC,3168,CLONTARF,NSW,2093,1,35,0.5929
10703,04/05/2020 12:27,TRUGANINA,VIC,3029,VILLAWOOD,NSW,2163,7,21.16,0.3142
10704,04/05/2020 12:28,REGENTS PARK,NSW,2143,CAMPBELLFIELD,VIC,3061,1,480,2.304
10705,04/05/2020 12:28,TRUGANINA,VIC,3029,ARNCLIFFE,NSW,2205,1,0.52,0.0173
10706,04/05/2020 12:28,PORT MELBOURNE,VIC,3207,DANDENONG,VIC,3175,1,250,1.3689
10707,04/05/2020 12:29,TRUGANINA,VIC,3029,MELTON WEST,VIC,3337,1,60.6,0.48
10708,04/05/2020 12:30,MILPERRA,NSW,2214,NEWSTEAD,TAS,7250,1,1,0.0025
10709,04/05/2020 12:32,DANDENONG SOUTH,VIC,3175,DANDENONG SOUTH,VIC,3175,1,2,0.008
10710,04/05/2020 12:34,TRUGANINA,VIC,3029,BROOKVALE,NSW,2100,1,108,0.814
10711,04/05/2020 12:35,TRUGANINA,VIC,3029,LAWNTON,QLD,4501,1,252.18,1.2
10712,04/05/2020 12:35,DANDENONG SOUTH,VIC,3175,HORNSBY,NSW,2077,1,3,0.0012
10713,04/05/2020 12:35,PORT MELBOURNE,VIC,3207,TWEED HEADS SOUTH,NSW,2486,1,1.1,0.0074
10714,04/05/2020 12:36,MURARRIE,QLD,4172,PIALBA,QLD,4655,1,75,0.7795
10715,04/05/2020 12:38,TRUGANINA,VIC,3029,MERRIWA,NSW,2329,3,27.51,0.1563
10716,04/05/2020 12:38,TRUGANINA,VIC,3029,MELTON WEST,VIC,3337,2,16.04,0.0616
10717,04/05/2020 12:38,PORT MELBOURNE,VIC,3207,PRESTON,VIC,3072,1,150,0.8213
10718,04/05/2020 12:39,TRUGANINA,VIC,3029,BORDERTOWN,SA,5268,1,2.12,0.0308
10719,04/05/2020 12:39,INGLEBURN,NSW,2565,SYDNEY,NSW,2000,1,1,0.0034
10720,04/05/2020 12:40,AUBURN,NSW,2144,TERALBA,NSW,2284,1,4,0.0106
10721,04/05/2020 12:40,LANE COVE,NSW,2066,ROCKHAMPTON,QLD,4700,1,4,0.0259
10722,04/05/2020 12:40,TRUGANINA,VIC,3029,HUONVILLE,TAS,7109,1,1.42,0.0308
10723,04/05/2020 12:41,DANDENONG,VIC,3175,SMITHFIELD,NSW,2164,1,711,1.26
10724,04/05/2020 12:42,AUBURN,NSW,2144,GUNNEDAH,NSW,2380,1,23,0.0363
10725,04/05/2020 12:43,GREENACRE,NSW,2190,BURLEIGH HEADS,QLD,4220,1,260,1.0659
10726,04/05/2020 12:43,DANDENONG SOUTH,VIC,3175,SYDNEY,NSW,2000,1,25,0.008
10727,04/05/2020 12:45,TRUGANINA,VIC,3029,ACACIA RIDGE,QLD,4110,1,63.69,1.44
10728,04/05/2020 12:45,MOUNT WAVERLY,VIC,3149,MALVERN,VIC,3144,1,15,0.0441
10729,04/05/2020 12:45,CLAYTON,VIC,3168,ACACIA RIDGE,QLD,4110,1,150,1.0765
10730,04/05/2020 12:46,TRUGANINA,VIC,3029,ARARAT,VIC,3377,1,3.13,0.0308
10731,04/05/2020 12:46,EASTERN CREEK,NSW,2766,WOLLONGONG,NSW,2500,1,12,0.0611
10732,04/05/2020 12:47,ARNDELL PARK,NSW,2148,DUNGOG,NSW,2420,1,146.5,0.4598
10733,04/05/2020 12:47,CLAYTON,VIC,3168,CARSELDINE,QLD,4034,2,395,3.2967
10734,04/05/2020 12:48,TRUGANINA,VIC,3029,BANKSTOWN AERODROME,NSW,2200,2,250,4.248
10735,04/05/2020 12:49,TRUGANINA,VIC,3029,ROMA,QLD,4455,2,14.32,0.1042
10736,04/05/2020 12:49,TRUGANINA,VIC,3029,MALAGA,WA,6090,1,2.74,0.0308
10737,04/05/2020 12:49,TRUGANINA,VIC,3029,NORMAN GARDENS,QLD,4701,1,0.18,0.0349
10738,04/05/2020 12:50,BRAESIDE,VIC,3195,GLADSTONE,QLD,4680,1,3,0.0131
10739,04/05/2020 12:51,DANDENONG SOUTH,VIC,3175,BERWICK,VIC,3806,1,5,0.001
10740,04/05/2020 12:52,TRUGANINA,VIC,3029,BROOKLYN,VIC,3012,4,25.15,0.2602
10741,04/05/2020 12:52,HAZELMERE,WA,6055,BELMONT,WA,6104,1,9.8,0.0835
10742,04/05/2020 12:52,REGENTS PARK,NSW,2143,WANGARA,WA,6065,3,1290,4.176
10743,04/05/2020 12:53,DANDENONG SOUTH,VIC,3175,CHELSEA,VIC,3196,22,176,1.408
10744,04/05/2020 12:53,TRUGANINA,VIC,3029,SOUTH GEELONG,VIC,3220,9,26.4,0.2554
10745,04/05/2020 12:54,KEYSBOROUGH,VIC,3173,ALBION,QLD,4010,2,8,0.0274
10746,04/05/2020 12:54,TRUGANINA,VIC,3029,WARRAWONG,NSW,2502,2,8.13,0.0136
10747,04/05/2020 12:54,BAYSWATER,VIC,3153,CAIRNS,QLD,4870,1,5,0.02
10748,04/05/2020 12:54,PERTH AIRPORT,WA,6105,DANDENONG SOUTH,VIC,3175,1,3,0
10749,04/05/2020 12:56,DANDENONG SOUTH,VIC,3175,SPRINGVALE,VIC,3171,1,5,0.001
10750,04/05/2020 12:56,TRUGANINA,VIC,3029,SOUTHBANK,VIC,3006,2,38.91,0.214
10751,04/05/2020 12:56,TRUGANINA,VIC,3029,INDOOROOPILLY,QLD,4068,1,0.06,0.0034
10752,04/05/2020 13:02,MOUNT WAVERLY,VIC,3149,ST ALBANS,VIC,3021,1,1,0.0071
10753,04/05/2020 13:02,BRAESIDE,VIC,3195,ACACIA RIDGE,QLD,4110,1,13,0.0222
10754,04/05/2020 13:02,TRUGANINA,VIC,3029,HIGH WYCOMBE,WA,6057,1,0.12,0.0173
10755,04/05/2020 13:03,MOUNT WAVERLY,VIC,3149,NEDLANDS,WA,6009,1,1,0.0071
10756,04/05/2020 13:03,MANSFIELD,QLD,4122,ROCKHAMPTON,QLD,4700,1,3,0.0123
10757,04/05/2020 13:03,BAYSWATER,VIC,3153,FITZROY NORTH,VIC,3068,1,1,0.0066
10758,04/05/2020 13:04,LANE COVE,NSW,2066,MILE END,SA,5031,1,2,0.0113
10759,04/05/2020 13:04,LANE COVE,NSW,2066,TULLAMARINE,VIC,3043,1,1,0.0113
10760,04/05/2020 13:05,MOUNT WAVERLY,VIC,3149,HENLEY BEACH,SA,5022,1,2,0.0092
10761,04/05/2020 13:05,TRUGANINA,VIC,3029,KEARNEYS SPRING,QLD,4350,2,12.12,0.0136
10762,04/05/2020 13:06,PORT MELBOURNE,VIC,3207,OAKLEIGH,VIC,3166,1,3,0.0203
10763,04/05/2020 13:09,LANE COVE,NSW,2066,NORTH LAKES,QLD,4509,1,8,0.0702
10764,04/05/2020 13:09,TRUGANINA,VIC,3029,NORMAN GARDENS,QLD,4701,1,1.85,0.0147
10765,04/05/2020 13:13,KEYSBOROUGH,VIC,3173,MARLESTON,SA,5033,2,11,0.0573
10766,04/05/2020 13:14,PORT MELBOURNE,VIC,3207,SINGLETON,NSW,2330,1,1.65,0.0074
10767,04/05/2020 13:14,TRUGANINA,VIC,3029,O'CONNOR,WA,6163,1,66.19,0.96
10768,04/05/2020 13:15,TRUGANINA,VIC,3029,MOORABBIN,VIC,3189,2,238,2.316
10769,04/05/2020 13:16,PORT MELBOURNE,VIC,3207,WERRIBEE,VIC,3030,1,3,0.0521
10770,04/05/2020 13:16,DANDENONG SOUTH,VIC,3175,DANDENONG NORTH,VIC,3175,1,5,0.001
10771,04/05/2020 13:16,HAZELMERE,WA,6055,JOONDALUP,WA,6027,1,2.55,0.0308
